,agegroup,gender,not infected,infected,dead (other),All,not infected %,scenario,day,immun or dead
5,10,m,6857,243.0,0,22939,29.89232311783426,base r0=1.5 f=0,216,15839.0
6,15,f,7141,292.0,1,23135,30.86665225848282,base r0=1.5 f=0,216,15701.0
7,15,m,7836,316.0,4,25087,31.235301151991067,base r0=1.5 f=0,216,16931.0
8,20,f,22948,627.0,9,56489,40.62383826939758,base r0=1.5 f=0,216,32905.0
9,20,m,24746,711.0,26,61621,40.158387562681554,base r0=1.5 f=0,216,36138.0
10,30,f,24329,748.0,17,62744,38.77502231289048,base r0=1.5 f=0,216,37650.0
11,30,m,25662,746.0,32,65494,39.182215164747916,base r0=1.5 f=0,216,39054.0
12,40,f,24714,720.0,41,62332,39.64897644869409,base r0=1.5 f=0,216,36857.0
13,40,m,25268,721.0,63,63253,39.94751237095473,base r0=1.5 f=0,216,37201.0
14,50,f,35550,884.0,151,80774,44.01168692896229,base r0=1.5 f=0,216,44189.0
15,50,m,35942,841.0,258,81519,44.090334768581556,base r0=1.5 f=0,216,44478.0
16,60,f,34642,640.0,303,64018,54.11290574525914,base r0=1.5 f=0,216,28433.0
17,60,m,32510,559.0,511,60075,54.1156887224303,base r0=1.5 f=0,216,26495.0
18,70,f,57041,541.0,3584,90875,62.76863823933976,base r0=1.5 f=0,216,29709.0
19,70,m,41621,407.0,3007,66581,62.51182769859269,base r0=1.5 f=0,216,21546.0
20,All,,453347,10191.0,8031,1000000,45.3347,base r0=1.5 f=0,216,528431.0
0,0,f,11615,226.0,10,23035,50.42326893857174,base r0=1.5 f=0,217,11184.0
1,0,m,12298,248.0,10,24260,50.69249793899423,base r0=1.5 f=0,217,11704.0
2,5,f,8046,219.0,2,21442,37.52448465628206,base r0=1.5 f=0,217,13175.0
3,5,m,8295,240.0,2,22672,36.58697953422724,base r0=1.5 f=0,217,14135.0
4,10,f,6270,209.0,0,21655,28.954052181944125,base r0=1.5 f=0,217,15176.0
5,10,m,6856,226.0,0,22939,29.887963729892324,base r0=1.5 f=0,217,15857.0
6,15,f,7135,273.0,1,23135,30.84071752755565,base r0=1.5 f=0,217,15726.0
7,15,m,7833,284.0,4,25087,31.223342767170248,base r0=1.5 f=0,217,16966.0
8,20,f,22939,590.0,9,56489,40.60790596399299,base r0=1.5 f=0,217,32951.0
9,20,m,24732,691.0,26,61621,40.135668035247726,base r0=1.5 f=0,217,36172.0
10,30,f,24318,708.0,17,62744,38.75749075608823,base r0=1.5 f=0,217,37701.0
11,30,m,25653,702.0,32,65494,39.16847344794943,base r0=1.5 f=0,217,39107.0
12,40,f,24705,679.0,41,62332,39.63453763716871,base r0=1.5 f=0,217,36907.0
13,40,m,25261,672.0,64,63253,39.93644570218014,base r0=1.5 f=0,217,37256.0
14,50,f,35538,835.0,151,80774,43.99683066333226,base r0=1.5 f=0,217,44250.0
15,50,m,35936,780.0,259,81519,44.082974521277244,base r0=1.5 f=0,217,44544.0
16,60,f,34637,597.0,304,64018,54.10509544190696,base r0=1.5 f=0,217,28480.0
17,60,m,32505,539.0,511,60075,54.107365792759055,base r0=1.5 f=0,217,26520.0
18,70,f,57022,510.0,3602,90875,62.74773039889959,base r0=1.5 f=0,217,29741.0
19,70,m,41611,375.0,3021,66581,62.496808398792446,base r0=1.5 f=0,217,21574.0
20,All,,453205,9603.0,8066,1000000,45.3205,base r0=1.5 f=0,217,529126.0
0,0,f,11613,209.0,10,23035,50.414586498806166,base r0=1.5 f=0,218,11203.0
1,0,m,12296,229.0,10,24260,50.68425391591096,base r0=1.5 f=0,218,11725.0
2,5,f,8045,203.0,2,21442,37.51982091222833,base r0=1.5 f=0,218,13192.0
3,5,m,8292,226.0,2,22672,36.57374735356387,base r0=1.5 f=0,218,14152.0
4,10,f,6269,193.0,0,21655,28.949434310782728,base r0=1.5 f=0,218,15193.0
5,10,m,6852,210.0,0,22939,29.87052617812459,base r0=1.5 f=0,218,15877.0
6,15,f,7133,257.0,1,23135,30.8320726172466,base r0=1.5 f=0,218,15744.0
