,agegroup,gender,not infected,infected,dead (other),All,not infected %,scenario,day,immun or dead
14,50,f,79298,1453.0,23,80774,98.17267932750637,base r0=3.5 f=0,20,
15,50,m,79880,1606.0,33,81519,97.98942577803948,base r0=3.5 f=0,20,
16,60,f,63118,870.0,30,64018,98.5941453966072,base r0=3.5 f=0,20,
17,60,m,59205,824.0,46,60075,98.5518102372035,base r0=3.5 f=0,20,
18,70,f,89792,681.0,402,90875,98.8082530949106,base r0=3.5 f=0,20,
19,70,m,65782,508.0,291,66581,98.79995794596056,base r0=3.5 f=0,20,
20,All,,981014,18139.0,847,1000000,98.10140000000001,base r0=3.5 f=0,20,
0,0,f,22574,461.0,0,23035,97.99869763403515,base r0=3.5 f=0,21,
1,0,m,23811,448.0,1,24260,98.1492168178071,base r0=3.5 f=0,21,
2,5,f,20863,579.0,0,21442,97.29969219289245,base r0=3.5 f=0,21,
3,5,m,22053,619.0,0,22672,97.2697600564573,base r0=3.5 f=0,21,
4,10,f,20941,714.0,0,21655,96.70283999076426,base r0=3.5 f=0,21,
5,10,m,22135,803.0,1,22939,96.4950520946859,base r0=3.5 f=0,21,
6,15,f,22381,754.0,0,23135,96.74086881348606,base r0=3.5 f=0,21,
7,15,m,24216,871.0,0,25087,96.52808227368756,base r0=3.5 f=0,21,
8,20,f,55106,1383.0,0,56489,97.55173573616102,base r0=3.5 f=0,21,
9,20,m,60093,1523.0,5,61621,97.52032586293635,base r0=3.5 f=0,21,
10,30,f,61081,1663.0,0,62744,97.34954736707893,base r0=3.5 f=0,21,
11,30,m,63738,1752.0,4,65494,97.31883836687331,base r0=3.5 f=0,21,
12,40,f,60843,1488.0,1,62332,97.61117884874542,base r0=3.5 f=0,21,
13,40,m,61650,1592.0,11,63253,97.46573285061578,base r0=3.5 f=0,21,
14,50,f,78963,1788.0,23,80774,97.75794191200139,base r0=3.5 f=0,21,
15,50,m,79578,1907.0,34,81519,97.6189599970559,base r0=3.5 f=0,21,
16,60,f,62941,1045.0,32,64018,98.31766065793995,base r0=3.5 f=0,21,
17,60,m,59039,989.0,47,60075,98.27548897211818,base r0=3.5 f=0,21,
18,70,f,89570,882.0,423,90875,98.56396148555709,base r0=3.5 f=0,21,
19,70,m,65625,642.0,314,66581,98.56415493909674,base r0=3.5 f=0,21,
20,All,,977201,21903.0,896,1000000,97.7201,base r0=3.5 f=0,21,
0,0,f,22481,553.0,1,23035,97.59496418493596,base r0=3.5 f=0,22,
1,0,m,23717,542.0,1,24260,97.76174773289365,base r0=3.5 f=0,22,
2,5,f,20746,696.0,0,21442,96.75403413860647,base r0=3.5 f=0,22,
3,5,m,21930,742.0,0,22672,96.72724064925899,base r0=3.5 f=0,22,
4,10,f,20794,860.0,1,21655,96.02401293003925,base r0=3.5 f=0,22,
5,10,m,21990,948.0,1,22939,95.86294084310563,base r0=3.5 f=0,22,
6,15,f,22234,901.0,0,23135,96.10546790577048,base r0=3.5 f=0,22,
7,15,m,24057,1030.0,0,25087,95.89428787818392,base r0=3.5 f=0,22,
8,20,f,54824,1665.0,0,56489,97.05252350015047,base r0=3.5 f=0,22,
9,20,m,59767,1849.0,5,61621,96.99128543840574,base r0=3.5 f=0,22,
10,30,f,60766,1978.0,0,62744,96.8475073313783,base r0=3.5 f=0,22,
11,30,m,63397,2093.0,4,65494,96.79817998595291,base r0=3.5 f=0,22,
12,40,f,60534,1796.0,2,62332,97.11544631970737,base r0=3.5 f=0,22,
13,40,m,61328,1914.0,11,63253,96.95666608698401,base r0=3.5 f=0,22,
14,50,f,78598,2151.0,25,80774,97.30606383242132,base r0=3.5 f=0,22,
15,50,m,79194,2290.0,35,81519,97.1479041695801,base r0=3.5 f=0,22,
16,60,f,62694,1291.0,33,64018,97.93183167234216,base r0=3.5 f=0,22,
17,60,m,58832,1194.0,49,60075,97.93091968372866,base r0=3.5 f=0,22,
18,70,f,89309,1117.0,449,90875,98.27675378266851,base r0=3.5 f=0,22,
19,70,m,65462,792.0,327,66581,98.31934035235277,base r0=3.5 f=0,22,
20,All,,972654,26402.0,944,1000000,97.2654,base r0=3.5 f=0,22,
0,0,f,22382,652.0,1,23035,97.16518341654005,base r0=3.5 f=0,23,
1,0,m,23605,654.0,1,24260,97.30008244023082,base r0=3.5 f=0,23,
2,5,f,20588,854.0,0,21442,96.0171625781177,base r0=3.5 f=0,23,
3,5,m,21788,884.0,0,22672,96.10091743119266,base r0=3.5 f=0,23,
4,10,f,20613,1041.0,1,21655,95.18817824982683,base r0=3.5 f=0,23,
5,10,m,21809,1129.0,1,22939,95.07389162561576,base r0=3.5 f=0,23,
6,15,f,22069,1066.0,0,23135,95.3922628052734,base r0=3.5 f=0,23,
7,15,m,23856,1231.0,0,25087,95.09307609518875,base r0=3.5 f=0,23,
8,20,f,54479,2010.0,0,56489,96.44178512630778,base r0=3.5 f=0,23,
9,20,m,59399,2217.0,5,61621,96.39408643157365,base r0=3.5 f=0,23,
10,30,f,60380,2364.0,0,62744,96.23230906540866,base r0=3.5 f=0,23,
11,30,m,63003,2487.0,4,65494,96.19659816166366,base r0=3.5 f=0,23,
12,40,f,60157,2173.0,2,62332,96.51062054803312,base r0=3.5 f=0,23,
13,40,m,60939,2303.0,11,63253,96.34167549365247,base r0=3.5 f=0,23,
14,50,f,78144,2605.0,25,80774,96.74400178275188,base r0=3.5 f=0,23,
15,50,m,78763,2719.0,37,81519,96.61919307155387,base r0=3.5 f=0,23,
16,60,f,62441,1541.0,36,64018,97.53663032272173,base r0=3.5 f=0,23,
17,60,m,58564,1457.0,54,60075,97.48481065334998,base r0=3.5 f=0,23,
18,70,f,89014,1391.0,470,90875,97.95213204951857,base r0=3.5 f=0,23,
19,70,m,65254,980.0,347,66581,98.0069389165077,base r0=3.5 f=0,23,
20,All,,967247,31758.0,995,1000000,96.7247,base r0=3.5 f=0,23,
0,0,f,22267,767.0,1,23035,96.66594313001954,base r0=3.5 f=0,24,
1,0,m,23486,772.0,2,24260,96.80956306677658,base r0=3.5 f=0,24,
2,5,f,20425,1017.0,0,21442,95.25697229736032,base r0=3.5 f=0,24,
3,5,m,21613,1059.0,0,22672,95.32904022582922,base r0=3.5 f=0,24,
4,10,f,20387,1267.0,1,21655,94.14453936735165,base r0=3.5 f=0,24,
5,10,m,21599,1339.0,1,22939,94.15842015780984,base r0=3.5 f=0,24,
6,15,f,21851,1284.0,0,23135,94.44996758158634,base r0=3.5 f=0,24,
7,15,m,23640,1447.0,0,25087,94.23207238808945,base r0=3.5 f=0,24,
8,20,f,54081,2408.0,0,56489,95.7372231761936,base r0=3.5 f=0,24,
9,20,m,58944,2672.0,5,61621,95.6557017899742,base r0=3.5 f=0,24,
10,30,f,59888,2856.0,0,62744,95.448170342981,base r0=3.5 f=0,24,
11,30,m,62501,2989.0,4,65494,95.43011573579258,base r0=3.5 f=0,24,
12,40,f,59706,2624.0,2,62332,95.78707565937239,base r0=3.5 f=0,24,
13,40,m,60475,2767.0,11,63253,95.60811344916446,base r0=3.5 f=0,24,
14,50,f,77621,3128.0,25,80774,96.09651620570976,base r0=3.5 f=0,24,
15,50,m,78238,3244.0,37,81519,95.9751714324268,base r0=3.5 f=0,24,
16,60,f,62113,1868.0,37,64018,97.02427442281858,base r0=3.5 f=0,24,
17,60,m,58289,1732.0,54,60075,97.02704952143154,base r0=3.5 f=0,24,
18,70,f,88680,1707.0,488,90875,97.58459422283356,base r0=3.5 f=0,24,
19,70,m,64994,1224.0,363,66581,97.61643712170138,base r0=3.5 f=0,24,
20,All,,960798,38171.0,1031,1000000,96.0798,base r0=3.5 f=0,24,
0,0,f,22116,918.0,1,23035,96.01041892771869,base r0=3.5 f=0,25,
1,0,m,23326,931.0,3,24260,96.15004122011541,base r0=3.5 f=0,25,
2,5,f,20261,1181.0,0,21442,94.49211827254919,base r0=3.5 f=0,25,
3,5,m,21424,1248.0,0,22672,94.4954128440367,base r0=3.5 f=0,25,
4,10,f,20155,1499.0,1,21655,93.0731932579081,base r0=3.5 f=0,25,
5,10,m,21351,1587.0,1,22939,93.07729194821047,base r0=3.5 f=0,25,
6,15,f,21591,1544.0,0,23135,93.32612924140912,base r0=3.5 f=0,25,
7,15,m,23350,1737.0,0,25087,93.07609518874317,base r0=3.5 f=0,25,
8,20,f,53625,2864.0,0,56489,94.9299863690276,base r0=3.5 f=0,25,
9,20,m,58400,3216.0,5,61621,94.77288586683112,base r0=3.5 f=0,25,
10,30,f,59319,3425.0,0,62744,94.54131072293765,base r0=3.5 f=0,25,
11,30,m,61885,3605.0,4,65494,94.48957156380737,base r0=3.5 f=0,25,
12,40,f,59173,3157.0,2,62332,94.93197715459154,base r0=3.5 f=0,25,
13,40,m,59983,3259.0,11,63253,94.83028472957804,base r0=3.5 f=0,25,
14,50,f,76969,3779.0,26,80774,95.28932577314482,base r0=3.5 f=0,25,
15,50,m,77625,3856.0,38,81519,95.22319949950318,base r0=3.5 f=0,25,
16,60,f,61745,2235.0,38,64018,96.44943609609797,base r0=3.5 f=0,25,
17,60,m,57942,2074.0,59,60075,96.4494382022472,base r0=3.5 f=0,25,
18,70,f,88277,2094.0,504,90875,97.14112792297112,base r0=3.5 f=0,25,
19,70,m,64693,1512.0,376,66581,97.16435619771406,base r0=3.5 f=0,25,
20,All,,953210,45721.0,1069,1000000,95.321,base r0=3.5 f=0,25,
0,0,f,21967,1067.0,1,23035,95.36357716518341,base r0=3.5 f=0,26,
1,0,m,23121,1136.0,3,24260,95.30502885408079,base r0=3.5 f=0,26,
2,5,f,20014,1428.0,0,21442,93.3401734912788,base r0=3.5 f=0,26,
3,5,m,21181,1491.0,0,22672,93.42360621030346,base r0=3.5 f=0,26,
4,10,f,19883,1771.0,1,21655,91.81713230200877,base r0=3.5 f=0,26,
5,10,m,21036,1902.0,1,22939,91.7040847465016,base r0=3.5 f=0,26,
6,15,f,21301,1834.0,0,23135,92.07261724659607,base r0=3.5 f=0,26,
7,15,m,23014,2073.0,0,25087,91.73675608881094,base r0=3.5 f=0,26,
8,20,f,53050,3439.0,0,56489,93.91208907928977,base r0=3.5 f=0,26,
9,20,m,57738,3878.0,5,61621,93.69857678388861,base r0=3.5 f=0,26,
10,30,f,58653,4091.0,0,62744,93.47985464745634,base r0=3.5 f=0,26,
11,30,m,61170,4320.0,4,65494,93.39786850703882,base r0=3.5 f=0,26,
12,40,f,58528,3801.0,3,62332,93.89719566193929,base r0=3.5 f=0,26,
13,40,m,59320,3922.0,11,63253,93.78211310135488,base r0=3.5 f=0,26,
14,50,f,76211,4537.0,26,80774,94.35090499418129,base r0=3.5 f=0,26,
15,50,m,76853,4627.0,39,81519,94.27618101301537,base r0=3.5 f=0,26,
16,60,f,61297,2681.0,40,64018,95.74963291574244,base r0=3.5 f=0,26,
17,60,m,57487,2528.0,60,60075,95.69205160216396,base r0=3.5 f=0,26,
18,70,f,87774,2584.0,517,90875,96.58762035763411,base r0=3.5 f=0,26,
19,70,m,64367,1829.0,385,66581,96.67472702422613,base r0=3.5 f=0,26,
20,All,,943965,54939.0,1096,1000000,94.3965,base r0=3.5 f=0,26,
0,0,f,21780,1254.0,1,23035,94.55176904710224,base r0=3.5 f=0,27,
1,0,m,22872,1385.0,3,24260,94.27864798021434,base r0=3.5 f=0,27,
2,5,f,19742,1700.0,0,21442,92.07163510866523,base r0=3.5 f=0,27,
3,5,m,20877,1795.0,0,22672,92.08274523641497,base r0=3.5 f=0,27,
4,10,f,19529,2125.0,1,21655,90.18240591087509,base r0=3.5 f=0,27,
5,10,m,20639,2299.0,1,22939,89.97340773355421,base r0=3.5 f=0,27,
6,15,f,20955,2180.0,0,23135,90.57704776312946,base r0=3.5 f=0,27,
7,15,m,22625,2462.0,0,25087,90.18615219037748,base r0=3.5 f=0,27,
8,20,f,52310,4179.0,0,56489,92.6020995238011,base r0=3.5 f=0,27,
9,20,m,57064,4552.0,5,61621,92.60479382028853,base r0=3.5 f=0,27,
10,30,f,57891,4853.0,0,62744,92.26539589442815,base r0=3.5 f=0,27,
11,30,m,60334,5156.0,4,65494,92.12141570220173,base r0=3.5 f=0,27,
12,40,f,57739,4590.0,3,62332,92.63139318488096,base r0=3.5 f=0,27,
13,40,m,58534,4708.0,11,63253,92.5394842932351,base r0=3.5 f=0,27,
14,50,f,75262,5486.0,26,80774,93.17602198727313,base r0=3.5 f=0,27,
15,50,m,75897,5583.0,39,81519,93.10344827586206,base r0=3.5 f=0,27,
16,60,f,60758,3218.0,42,64018,94.9076822143772,base r0=3.5 f=0,27,
17,60,m,56985,3028.0,62,60075,94.85642946317103,base r0=3.5 f=0,27,
18,70,f,87213,3134.0,528,90875,95.97028885832188,base r0=3.5 f=0,27,
19,70,m,63983,2200.0,398,66581,96.09798591189679,base r0=3.5 f=0,27,
20,All,,932989,65887.0,1124,1000000,93.29889999999999,base r0=3.5 f=0,27,
0,0,f,21528,1495.0,1,23035,93.4577816366399,base r0=3.5 f=0,28,11.0
1,0,m,22591,1656.0,3,24260,93.12036273701565,base r0=3.5 f=0,28,10.0
2,5,f,19437,1990.0,0,21442,90.64919317227871,base r0=3.5 f=0,28,15.0
3,5,m,20482,2184.0,0,22672,90.34050811573748,base r0=3.5 f=0,28,6.0
4,10,f,19084,2558.0,1,21655,88.1274532440545,base r0=3.5 f=0,28,12.0
5,10,m,20188,2731.0,1,22939,88.00732377174245,base r0=3.5 f=0,28,19.0
6,15,f,20479,2642.0,0,23135,88.51955910957425,base r0=3.5 f=0,28,14.0
7,15,m,22155,2918.0,0,25087,88.3126719017818,base r0=3.5 f=0,28,14.0
8,20,f,51517,4947.0,0,56489,91.19828639204093,base r0=3.5 f=0,28,25.0
9,20,m,56189,5407.0,5,61621,91.18482335567421,base r0=3.5 f=0,28,20.0
10,30,f,56875,5846.0,0,62744,90.64611755705725,base r0=3.5 f=0,28,23.0
11,30,m,59321,6133.0,4,65494,90.5747091336611,base r0=3.5 f=0,28,36.0
12,40,f,56799,5497.0,3,62332,91.12333953667459,base r0=3.5 f=0,28,33.0
13,40,m,57652,5558.0,13,63253,91.14508402763505,base r0=3.5 f=0,28,30.0
14,50,f,74163,6545.0,27,80774,91.8154356599896,base r0=3.5 f=0,28,39.0
15,50,m,74820,6618.0,41,81519,91.78228388473852,base r0=3.5 f=0,28,40.0
16,60,f,60137,3806.0,46,64018,93.93764253803619,base r0=3.5 f=0,28,29.0
17,60,m,56424,3546.0,68,60075,93.92259675405742,base r0=3.5 f=0,28,37.0
18,70,f,86502,3778.0,545,90875,95.1878954607978,base r0=3.5 f=0,28,50.0
19,70,m,63502,2633.0,410,66581,95.37555759150509,base r0=3.5 f=0,28,36.0
20,All,,919845,78488.0,1168,1000000,91.9845,base r0=3.5 f=0,28,499.0
0,0,f,21237,1786.0,1,23035,92.19448665074886,base r0=3.5 f=0,29,11.0
1,0,m,22270,1977.0,3,24260,91.79719703215169,base r0=3.5 f=0,29,10.0
2,5,f,19018,2409.0,0,21442,88.69508441376738,base r0=3.5 f=0,29,15.0
3,5,m,20111,2555.0,0,22672,88.70412844036697,base r0=3.5 f=0,29,6.0
4,10,f,18614,3028.0,1,21655,85.95705379819904,base r0=3.5 f=0,29,12.0
5,10,m,19697,3222.0,1,22939,85.86686429225337,base r0=3.5 f=0,29,19.0
6,15,f,19987,3134.0,0,23135,86.39291117354657,base r0=3.5 f=0,29,14.0
7,15,m,21633,3440.0,0,25087,86.2319129429585,base r0=3.5 f=0,29,14.0
8,20,f,50542,5922.0,0,56489,89.47228663987678,base r0=3.5 f=0,29,25.0
9,20,m,55185,6410.0,6,61621,89.55550867399101,base r0=3.5 f=0,29,20.0
10,30,f,55720,7000.0,0,62744,88.80530409282163,base r0=3.5 f=0,29,24.0
11,30,m,58182,7272.0,4,65494,88.83561852994167,base r0=3.5 f=0,29,36.0
12,40,f,55813,6482.0,3,62332,89.54148751844959,base r0=3.5 f=0,29,34.0
13,40,m,56581,6628.0,14,63253,89.45188370512071,base r0=3.5 f=0,29,30.0
14,50,f,72823,7884.0,28,80774,90.15648599796965,base r0=3.5 f=0,29,39.0
15,50,m,73578,7859.0,42,81519,90.25871269274649,base r0=3.5 f=0,29,40.0
16,60,f,59375,4567.0,47,64018,92.74735230716361,base r0=3.5 f=0,29,29.0
17,60,m,55675,4294.0,69,60075,92.67582188930503,base r0=3.5 f=0,29,37.0
18,70,f,85713,4559.0,553,90875,94.31966987620358,base r0=3.5 f=0,29,50.0
19,70,m,62914,3207.0,424,66581,94.49242276325077,base r0=3.5 f=0,29,36.0
20,All,,904668,93635.0,1196,1000000,90.4668,base r0=3.5 f=0,29,501.0
0,0,f,20842,2181.0,1,23035,90.47970479704797,base r0=3.5 f=0,30,11.0
1,0,m,21885,2361.0,3,24260,90.21022258862324,base r0=3.5 f=0,30,11.0
2,5,f,18547,2880.0,0,21442,86.49846096446227,base r0=3.5 f=0,30,15.0
3,5,m,19635,3031.0,0,22672,86.6046224417784,base r0=3.5 f=0,30,6.0
4,10,f,18101,3537.0,1,21655,83.58808589240361,base r0=3.5 f=0,30,16.0
5,10,m,19119,3797.0,1,22939,83.34713806181611,base r0=3.5 f=0,30,22.0
6,15,f,19426,3695.0,0,23135,83.9680138318565,base r0=3.5 f=0,30,14.0
7,15,m,21017,4055.0,0,25087,83.77645792641607,base r0=3.5 f=0,30,15.0
8,20,f,49423,7038.0,0,56489,87.49137000123918,base r0=3.5 f=0,30,28.0
9,20,m,53894,7698.0,6,61621,87.4604436799143,base r0=3.5 f=0,30,23.0
10,30,f,54415,8303.0,0,62744,86.72542394491903,base r0=3.5 f=0,30,26.0
11,30,m,56855,8596.0,4,65494,86.80947873087611,base r0=3.5 f=0,30,39.0
12,40,f,54592,7702.0,3,62332,87.58262208817301,base r0=3.5 f=0,30,35.0
13,40,m,55256,7951.0,14,63253,87.35712140135645,base r0=3.5 f=0,30,32.0
14,50,f,71402,9304.0,28,80774,88.39725654294699,base r0=3.5 f=0,30,40.0
15,50,m,72058,9376.0,43,81519,88.3941167089881,base r0=3.5 f=0,30,42.0
16,60,f,58502,5439.0,48,64018,91.3836733418726,base r0=3.5 f=0,30,29.0
17,60,m,54867,5101.0,70,60075,91.33083645443196,base r0=3.5 f=0,30,37.0
18,70,f,84731,5525.0,569,90875,93.23906464924346,base r0=3.5 f=0,30,50.0
19,70,m,62190,3918.0,437,66581,93.40502545771317,base r0=3.5 f=0,30,36.0
20,All,,886757,111488.0,1228,1000000,88.6757,base r0=3.5 f=0,30,527.0
0,0,f,20474,2545.0,1,23035,88.88213588018233,base r0=3.5 f=0,31,15.0
1,0,m,21456,2788.0,3,24260,88.44187963726299,base r0=3.5 f=0,31,13.0
2,5,f,17996,3428.0,0,21442,83.92873799085906,base r0=3.5 f=0,31,18.0
3,5,m,19082,3581.0,0,22672,84.16549047282992,base r0=3.5 f=0,31,9.0
4,10,f,17452,4182.0,1,21655,80.5910875086585,base r0=3.5 f=0,31,20.0
5,10,m,18423,4492.0,1,22939,80.31300405423079,base r0=3.5 f=0,31,23.0
6,15,f,18746,4373.0,0,23135,81.02874432677761,base r0=3.5 f=0,31,16.0
7,15,m,20321,4750.0,0,25087,81.00211264798502,base r0=3.5 f=0,31,16.0
8,20,f,48141,8313.0,0,56489,85.22190160916284,base r0=3.5 f=0,31,35.0
9,20,m,52404,9182.0,6,61621,85.04243683159962,base r0=3.5 f=0,31,29.0
10,30,f,52880,9830.0,0,62744,84.27897488206042,base r0=3.5 f=0,31,34.0
11,30,m,55233,10208.0,4,65494,84.33291599230463,base r0=3.5 f=0,31,49.0
12,40,f,53098,9189.0,3,62332,85.18577937495989,base r0=3.5 f=0,31,42.0
13,40,m,53748,9449.0,15,63253,84.97304475677043,base r0=3.5 f=0,31,41.0
14,50,f,69688,11013.0,28,80774,86.27528660212445,base r0=3.5 f=0,31,45.0
15,50,m,70334,11091.0,47,81519,86.27927231688318,base r0=3.5 f=0,31,47.0
16,60,f,57446,6492.0,49,64018,89.73413727389172,base r0=3.5 f=0,31,31.0
17,60,m,53887,6077.0,74,60075,89.69954223886808,base r0=3.5 f=0,31,37.0
18,70,f,83603,6629.0,591,90875,91.99779917469051,base r0=3.5 f=0,31,52.0
19,70,m,61364,4732.0,449,66581,92.16443129421307,base r0=3.5 f=0,31,36.0
20,All,,865776,132344.0,1272,1000000,86.5776,base r0=3.5 f=0,31,608.0
0,0,f,19985,3032.0,1,23035,86.75927935749945,base r0=3.5 f=0,32,17.0
1,0,m,20952,3286.0,3,24260,86.3643858202803,base r0=3.5 f=0,32,19.0
2,5,f,17364,4056.0,0,21442,80.98125174890401,base r0=3.5 f=0,32,22.0
3,5,m,18424,4234.0,0,22672,81.26323218066337,base r0=3.5 f=0,32,14.0
4,10,f,16679,4947.0,1,21655,77.02147310090048,base r0=3.5 f=0,32,28.0
5,10,m,17630,5277.0,1,22939,76.85600941627796,base r0=3.5 f=0,32,31.0
6,15,f,17989,5122.0,0,23135,77.75664577480008,base r0=3.5 f=0,32,24.0
7,15,m,19499,5567.0,0,25087,77.72551520707937,base r0=3.5 f=0,32,21.0
8,20,f,46591,9853.0,0,56489,82.47800456726088,base r0=3.5 f=0,32,45.0
9,20,m,50726,10850.0,6,61621,82.31933918631636,base r0=3.5 f=0,32,39.0
10,30,f,51104,11587.0,0,62744,81.44842534744357,base r0=3.5 f=0,32,53.0
11,30,m,53419,12003.0,4,65494,81.5631966286988,base r0=3.5 f=0,32,68.0
12,40,f,51420,10856.0,3,62332,82.49374318167233,base r0=3.5 f=0,32,53.0
13,40,m,52029,11158.0,15,63253,82.25538709626422,base r0=3.5 f=0,32,51.0
14,50,f,67733,12954.0,29,80774,83.85495332656548,base r0=3.5 f=0,32,58.0
15,50,m,68338,13073.0,47,81519,83.83076338031624,base r0=3.5 f=0,32,61.0
16,60,f,56204,7724.0,51,64018,87.79405792120966,base r0=3.5 f=0,32,39.0
17,60,m,52720,7236.0,77,60075,87.75697045359966,base r0=3.5 f=0,32,42.0
18,70,f,82211,7990.0,617,90875,90.46602475928474,base r0=3.5 f=0,32,57.0
19,70,m,60337,5745.0,463,66581,90.62194920472808,base r0=3.5 f=0,32,36.0
20,All,,841354,156550.0,1318,1000000,84.1354,base r0=3.5 f=0,32,778.0
0,0,f,19425,3590.0,1,23035,84.3281962231387,base r0=3.5 f=0,33,19.0
1,0,m,20343,3891.0,3,24260,83.85408079142621,base r0=3.5 f=0,33,23.0
2,5,f,16663,4754.0,0,21442,77.71196716724185,base r0=3.5 f=0,33,25.0
3,5,m,17660,4989.0,0,22672,77.89343683839095,base r0=3.5 f=0,33,23.0
4,10,f,15847,5773.0,1,21655,73.17940429462017,base r0=3.5 f=0,33,34.0
5,10,m,16722,6177.0,1,22939,72.89768516500284,base r0=3.5 f=0,33,39.0
6,15,f,17109,5998.0,0,23135,73.95288523881564,base r0=3.5 f=0,33,28.0
7,15,m,18577,6472.0,0,25087,74.05030493881293,base r0=3.5 f=0,33,38.0
8,20,f,44800,11627.0,0,56489,79.30747579174707,base r0=3.5 f=0,33,62.0
9,20,m,48824,12736.0,6,61621,79.23272910209181,base r0=3.5 f=0,33,55.0
10,30,f,49054,13613.0,0,62744,78.18118067066173,base r0=3.5 f=0,33,77.0
11,30,m,51361,14042.0,4,65494,78.42092405411182,base r0=3.5 f=0,33,87.0
12,40,f,49461,12807.0,3,62332,79.35089520631458,base r0=3.5 f=0,33,61.0
13,40,m,50021,13151.0,15,63253,79.08083411063507,base r0=3.5 f=0,33,66.0
14,50,f,65426,15240.0,29,80774,80.99883625919232,base r0=3.5 f=0,33,79.0
15,50,m,66000,15392.0,48,81519,80.96272034740367,base r0=3.5 f=0,33,79.0
16,60,f,54716,9199.0,53,64018,85.46971164360023,base r0=3.5 f=0,33,50.0
17,60,m,51373,8569.0,77,60075,85.51477320016646,base r0=3.5 f=0,33,56.0
18,70,f,80633,9545.0,636,90875,88.7295735900963,base r0=3.5 f=0,33,61.0
19,70,m,59192,6876.0,475,66581,88.90223937760021,base r0=3.5 f=0,33,38.0
20,All,,813207,184441.0,1352,1000000,81.3207,base r0=3.5 f=0,33,1000.0
0,0,f,18774,4232.0,1,23035,81.50206207944433,base r0=3.5 f=0,34,28.0
1,0,m,19688,4542.0,3,24260,81.15416323165705,base r0=3.5 f=0,34,27.0
2,5,f,15860,5549.0,0,21442,73.96698069209961,base r0=3.5 f=0,34,33.0
3,5,m,16756,5881.0,1,22672,73.9061397318278,base r0=3.5 f=0,34,34.0
4,10,f,14840,6772.0,1,21655,68.52920803509582,base r0=3.5 f=0,34,42.0
5,10,m,15720,7172.0,1,22939,68.52957844718601,base r0=3.5 f=0,34,46.0
6,15,f,16123,6973.0,0,23135,69.69094445645126,base r0=3.5 f=0,34,39.0
7,15,m,17526,7517.0,0,25087,69.86088412325108,base r0=3.5 f=0,34,44.0
8,20,f,42754,13655.0,0,56489,75.68553169643647,base r0=3.5 f=0,34,80.0
9,20,m,46644,14897.0,6,61621,75.69497411596696,base r0=3.5 f=0,34,74.0
10,30,f,46793,15857.0,0,62744,74.57764885885503,base r0=3.5 f=0,34,94.0
11,30,m,49007,16369.0,4,65494,74.82670168259688,base r0=3.5 f=0,34,114.0
12,40,f,47194,15058.0,3,62332,75.71391901431048,base r0=3.5 f=0,34,77.0
13,40,m,47731,15422.0,15,63253,75.4604524686576,base r0=3.5 f=0,34,85.0
14,50,f,62797,17853.0,29,80774,77.74407606408002,base r0=3.5 f=0,34,95.0
15,50,m,63312,18049.0,49,81519,77.66532955507304,base r0=3.5 f=0,34,109.0
16,60,f,53102,10801.0,53,64018,82.94854572151581,base r0=3.5 f=0,34,62.0
17,60,m,49746,10186.0,81,60075,82.80649188514357,base r0=3.5 f=0,34,62.0
18,70,f,78795,11360.0,649,90875,86.70701513067401,base r0=3.5 f=0,34,71.0
19,70,m,57813,8236.0,490,66581,86.83107793514667,base r0=3.5 f=0,34,42.0
20,All,,780975,216381.0,1386,1000000,78.0975,base r0=3.5 f=0,34,1258.0
0,0,f,18016,4984.0,1,23035,78.21141740829172,base r0=3.5 f=0,35,34.0
1,0,m,18880,5342.0,3,24260,77.82357790601814,base r0=3.5 f=0,35,35.0
2,5,f,14983,6421.0,0,21442,69.87687715698162,base r0=3.5 f=0,35,38.0
3,5,m,15756,6875.0,1,22672,69.4954128440367,base r0=3.5 f=0,35,40.0
4,10,f,13815,7784.0,1,21655,63.79589009466636,base r0=3.5 f=0,35,55.0
5,10,m,14570,8314.0,1,22939,63.516282313963124,base r0=3.5 f=0,35,54.0
6,15,f,15063,8016.0,0,23135,65.10914199265183,base r0=3.5 f=0,35,56.0
7,15,m,16354,8679.0,0,25087,65.1891417865827,base r0=3.5 f=0,35,54.0
8,20,f,40480,15916.0,0,56489,71.65996919754288,base r0=3.5 f=0,35,93.0
9,20,m,44208,17313.0,6,61621,71.74177634248065,base r0=3.5 f=0,35,94.0
10,30,f,44209,18423.0,0,62744,70.45932678821879,base r0=3.5 f=0,35,112.0
11,30,m,46319,19032.0,5,65494,70.72250893211593,base r0=3.5 f=0,35,138.0
12,40,f,44702,17522.0,5,62332,71.71597253417185,base r0=3.5 f=0,35,103.0
13,40,m,45135,17993.0,15,63253,71.35629930596177,base r0=3.5 f=0,35,110.0
14,50,f,59796,20831.0,29,80774,74.02877163443682,base r0=3.5 f=0,35,118.0
15,50,m,60369,20962.0,49,81519,74.05512825230927,base r0=3.5 f=0,35,139.0
16,60,f,51173,12711.0,54,64018,79.93533068824394,base r0=3.5 f=0,35,80.0
17,60,m,47984,11934.0,84,60075,79.87349146899709,base r0=3.5 f=0,35,73.0
18,70,f,76727,13403.0,670,90875,84.43136176066025,base r0=3.5 f=0,35,75.0
19,70,m,56312,9723.0,501,66581,84.57668103513014,base r0=3.5 f=0,35,45.0
