Kennung;Bezeichnung;Alter_von;Insgesamt;männlich;weiblich
10;Schleswig-Holstein;0;25260;12928;12332
10;Schleswig-Holstein;1;25807;13275;12532
10;Schleswig-Holstein;2;26219;13388;12831
10;Schleswig-Holstein;3;25546;13125;12421
10;Schleswig-Holstein;4;25522;12993;12529
10;Schleswig-Holstein;5;24845;12733;12112
10;Schleswig-Holstein;6;25287;13029;12258
10;Schleswig-Holstein;7;24628;12561;12067
10;Schleswig-Holstein;8;25784;13241;12543
10;Schleswig-Holstein;9;25362;13162;12200
10;Schleswig-Holstein;10;26181;13274;12907
10;Schleswig-Holstein;11;26433;13633;12800
10;Schleswig-Holstein;12;26025;13411;12614
10;Schleswig-Holstein;13;26138;13435;12703
10;Schleswig-Holstein;14;27290;14052;13238
10;Schleswig-Holstein;15;27533;14111;13422
10;Schleswig-Holstein;16;28280;14563;13717
10;Schleswig-Holstein;17;29223;15052;14171
10;Schleswig-Holstein;18;31304;16151;15153
10;Schleswig-Holstein;19;32115;16917;15198
10;Schleswig-Holstein;20;31512;16357;15155
10;Schleswig-Holstein;21;32391;17195;15196
10;Schleswig-Holstein;22;31838;16610;15228
10;Schleswig-Holstein;23;30618;16045;14573
10;Schleswig-Holstein;24;31284;16479;14805
10;Schleswig-Holstein;25;31601;16527;15074
10;Schleswig-Holstein;26;31834;16599;15235
10;Schleswig-Holstein;27;32408;16836;15572
10;Schleswig-Holstein;28;34173;17792;16381
10;Schleswig-Holstein;29;33227;17210;16017
10;Schleswig-Holstein;30;34201;17847;16354
10;Schleswig-Holstein;31;33536;17388;16148
10;Schleswig-Holstein;32;32667;16608;16059
10;Schleswig-Holstein;33;31826;16004;15822
10;Schleswig-Holstein;34;31788;15943;15845
10;Schleswig-Holstein;35;32436;16185;16251
10;Schleswig-Holstein;36;33553;16497;17056
10;Schleswig-Holstein;37;33635;16533;17102
10;Schleswig-Holstein;38;34503;16830;17673
10;Schleswig-Holstein;39;32785;16031;16754
10;Schleswig-Holstein;40;33015;16388;16627
10;Schleswig-Holstein;41;32806;16108;16698
10;Schleswig-Holstein;42;33060;16163;16897
10;Schleswig-Holstein;43;32419;15975;16444
10;Schleswig-Holstein;44;32497;16012;16485
10;Schleswig-Holstein;45;33609;16545;17064
10;Schleswig-Holstein;46;36492;17935;18557
10;Schleswig-Holstein;47;40969;20227;20742
10;Schleswig-Holstein;48;42764;21256;21508
10;Schleswig-Holstein;49;47414;23596;23818
10;Schleswig-Holstein;50;50451;25026;25425
10;Schleswig-Holstein;51;52203;26002;26201
10;Schleswig-Holstein;52;52492;26058;26434
10;Schleswig-Holstein;53;51553;25436;26117
10;Schleswig-Holstein;54;52016;26002;26014
10;Schleswig-Holstein;55;50428;24921;25507
10;Schleswig-Holstein;56;47964;23717;24247
10;Schleswig-Holstein;57;46717;22998;23719
10;Schleswig-Holstein;58;44438;21862;22576
10;Schleswig-Holstein;59;43046;21153;21893
10;Schleswig-Holstein;60;40379;19917;20462
10;Schleswig-Holstein;61;39255;18967;20288
10;Schleswig-Holstein;62;36916;17911;19005
10;Schleswig-Holstein;63;35895;17334;18561
10;Schleswig-Holstein;64;35628;17034;18594
10;Schleswig-Holstein;65;33990;16422;17568
10;Schleswig-Holstein;66;33733;16186;17547
10;Schleswig-Holstein;67;33705;16226;17479
10;Schleswig-Holstein;68;33826;16137;17689
10;Schleswig-Holstein;69;33428;16088;17340
10;Schleswig-Holstein;70;32532;15444;17088
10;Schleswig-Holstein;71;29875;14192;15683
10;Schleswig-Holstein;72;27822;13081;14741
10;Schleswig-Holstein;73;22709;10443;12266
10;Schleswig-Holstein;74;29706;13825;15881
10;Schleswig-Holstein;75;159771;73055;86716
10;Schleswig-Holstein;80;117312;50150;67162
10;Schleswig-Holstein;85;49105;17734;31371
10;Schleswig-Holstein;90;28174;7381;20793
20;Hamburg;0;20610;10640;9970
20;Hamburg;1;20472;10579;9893
20;Hamburg;2;20445;10363;10082
20;Hamburg;3;19032;9734;9298
20;Hamburg;4;18516;9424;9092
20;Hamburg;5;17562;8977;8585
20;Hamburg;6;17005;8764;8241
20;Hamburg;7;16014;8181;7833
20;Hamburg;8;16252;8349;7903
20;Hamburg;9;15986;8318;7668
20;Hamburg;10;16289;8398;7891
20;Hamburg;11;15896;8272;7624
20;Hamburg;12;15617;8169;7448
20;Hamburg;13;15553;8038;7515
20;Hamburg;14;15374;7955;7419
20;Hamburg;15;15158;7884;7274
20;Hamburg;16;15103;7737;7366
20;Hamburg;17;15578;8021;7557
20;Hamburg;18;16784;8814;7970
20;Hamburg;19;17750;9224;8526
20;Hamburg;20;19462;10023;9439
20;Hamburg;21;21876;11229;10647
20;Hamburg;22;22706;11441;11265
20;Hamburg;23;23395;11724;11671
20;Hamburg;24;25047;12440;12607
20;Hamburg;25;26508;13013;13495
20;Hamburg;26;27671;13609;14062
20;Hamburg;27;29732;14615;15117
20;Hamburg;28;32191;15863;16328
20;Hamburg;29;31910;15734;16176
20;Hamburg;30;32677;16160;16517
20;Hamburg;31;31550;15752;15798
20;Hamburg;32;30789;15438;15351
20;Hamburg;33;29664;14726;14938
20;Hamburg;34;29295;14655;14640
20;Hamburg;35;28798;14386;14412
20;Hamburg;36;28834;14409;14425
20;Hamburg;37;28724;14135;14589
20;Hamburg;38;28391;14149;14242
20;Hamburg;39;26497;13259;13238
20;Hamburg;40;25787;13016;12771
20;Hamburg;41;25216;12786;12430
20;Hamburg;42;24899;12397;12502
20;Hamburg;43;23627;11925;11702
20;Hamburg;44;23676;12080;11596
20;Hamburg;45;22977;11450;11527
20;Hamburg;46;23944;12093;11851
20;Hamburg;47;25307;12836;12471
20;Hamburg;48;25957;13192;12765
20;Hamburg;49;26897;13700;13197
20;Hamburg;50;28792;14737;14055
20;Hamburg;51;28967;14775;14192
20;Hamburg;52;29133;14778;14355
20;Hamburg;53;28069;14230;13839
20;Hamburg;54;28433;14379;14054
20;Hamburg;55;27107;13617;13490
20;Hamburg;56;25267;12628;12639
20;Hamburg;57;24105;11943;12162
20;Hamburg;58;23302;11628;11674
20;Hamburg;59;22024;10899;11125
20;Hamburg;60;20929;10263;10666
20;Hamburg;61;19864;9694;10170
20;Hamburg;62;18904;9147;9757
20;Hamburg;63;17805;8656;9149
20;Hamburg;64;17223;8213;9010
20;Hamburg;65;16350;7644;8706
20;Hamburg;66;16429;7679;8750
20;Hamburg;67;16031;7377;8654
20;Hamburg;68;16498;7567;8931
20;Hamburg;69;16388;7551;8837
20;Hamburg;70;15880;7411;8469
20;Hamburg;71;15216;7140;8076
20;Hamburg;72;13868;6411;7457
20;Hamburg;73;12369;5612;6757
20;Hamburg;74;15371;7010;8361
20;Hamburg;75;78876;34941;43935
20;Hamburg;80;59081;24117;34964
20;Hamburg;85;27004;9462;17542
20;Hamburg;90;16894;4463;12431
31;Braunschweig, Stat. Region;0;14579;7469;7110
31;Braunschweig, Stat. Region;1;14429;7345;7084
31;Braunschweig, Stat. Region;2;14928;7643;7285
31;Braunschweig, Stat. Region;3;14165;7229;6936
31;Braunschweig, Stat. Region;4;14066;7233;6833
31;Braunschweig, Stat. Region;5;13364;6807;6557
31;Braunschweig, Stat. Region;6;13497;6960;6537
31;Braunschweig, Stat. Region;7;13019;6627;6392
31;Braunschweig, Stat. Region;8;13501;6997;6504
31;Braunschweig, Stat. Region;9;13210;6760;6450
31;Braunschweig, Stat. Region;10;13822;7122;6700
31;Braunschweig, Stat. Region;11;13846;7236;6610
31;Braunschweig, Stat. Region;12;13512;7026;6486
31;Braunschweig, Stat. Region;13;13738;7050;6688
31;Braunschweig, Stat. Region;14;14178;7269;6909
31;Braunschweig, Stat. Region;15;14104;7262;6842
31;Braunschweig, Stat. Region;16;14837;7676;7161
31;Braunschweig, Stat. Region;17;15443;7966;7477
31;Braunschweig, Stat. Region;18;16686;8749;7937
31;Braunschweig, Stat. Region;19;17309;9301;8008
31;Braunschweig, Stat. Region;20;18127;9620;8507
31;Braunschweig, Stat. Region;21;18807;10091;8716
31;Braunschweig, Stat. Region;22;18940;10195;8745
31;Braunschweig, Stat. Region;23;18808;9982;8826
31;Braunschweig, Stat. Region;24;19028;10033;8995
31;Braunschweig, Stat. Region;25;19510;10420;9090
31;Braunschweig, Stat. Region;26;19498;10516;8982
31;Braunschweig, Stat. Region;27;19955;10629;9326
31;Braunschweig, Stat. Region;28;20974;11106;9868
31;Braunschweig, Stat. Region;29;20110;10603;9507
31;Braunschweig, Stat. Region;30;20654;10906;9748
31;Braunschweig, Stat. Region;31;19868;10360;9508
31;Braunschweig, Stat. Region;32;19450;10169;9281
31;Braunschweig, Stat. Region;33;18984;9747;9237
31;Braunschweig, Stat. Region;34;18584;9724;8860
31;Braunschweig, Stat. Region;35;18843;9656;9187
31;Braunschweig, Stat. Region;36;18773;9609;9164
31;Braunschweig, Stat. Region;37;18775;9413;9362
31;Braunschweig, Stat. Region;38;19023;9454;9569
31;Braunschweig, Stat. Region;39;17858;8912;8946
31;Braunschweig, Stat. Region;40;17979;9135;8844
31;Braunschweig, Stat. Region;41;17559;8735;8824
31;Braunschweig, Stat. Region;42;17634;8728;8906
31;Braunschweig, Stat. Region;43;17046;8508;8538
31;Braunschweig, Stat. Region;44;17350;8692;8658
31;Braunschweig, Stat. Region;45;17933;8834;9099
31;Braunschweig, Stat. Region;46;19631;9870;9761
31;Braunschweig, Stat. Region;47;21549;10706;10843
31;Braunschweig, Stat. Region;48;22803;11313;11490
31;Braunschweig, Stat. Region;49;24408;12285;12123
31;Braunschweig, Stat. Region;50;25881;13032;12849
31;Braunschweig, Stat. Region;51;26773;13421;13352
31;Braunschweig, Stat. Region;52;27164;13706;13458
31;Braunschweig, Stat. Region;53;26643;13544;13099
31;Braunschweig, Stat. Region;54;27280;13613;13667
31;Braunschweig, Stat. Region;55;26869;13439;13430
31;Braunschweig, Stat. Region;56;26370;13230;13140
31;Braunschweig, Stat. Region;57;26097;13063;13034
31;Braunschweig, Stat. Region;58;24806;12347;12459
31;Braunschweig, Stat. Region;59;24226;12152;12074
31;Braunschweig, Stat. Region;60;22874;11470;11404
31;Braunschweig, Stat. Region;61;22335;11031;11304
31;Braunschweig, Stat. Region;62;21433;10600;10833
31;Braunschweig, Stat. Region;63;20732;10359;10373
31;Braunschweig, Stat. Region;64;20028;9719;10309
31;Braunschweig, Stat. Region;65;19202;9222;9980
31;Braunschweig, Stat. Region;66;19271;9357;9914
31;Braunschweig, Stat. Region;67;19104;9263;9841
31;Braunschweig, Stat. Region;68;18760;9156;9604
31;Braunschweig, Stat. Region;69;18365;8808;9557
31;Braunschweig, Stat. Region;70;17026;8189;8837
31;Braunschweig, Stat. Region;71;15466;7367;8099
31;Braunschweig, Stat. Region;72;13624;6484;7140
31;Braunschweig, Stat. Region;73;11301;5358;5943
31;Braunschweig, Stat. Region;74;14987;6869;8118
31;Braunschweig, Stat. Region;75;82815;37549;45266
31;Braunschweig, Stat. Region;80;64473;26962;37511
31;Braunschweig, Stat. Region;85;30454;10843;19611
31;Braunschweig, Stat. Region;90;17343;4574;12769
32;Hannover, Stat. Region;0;19648;10137;9511
32;Hannover, Stat. Region;1;19842;10125;9717
32;Hannover, Stat. Region;2;20329;10300;10029
32;Hannover, Stat. Region;3;19662;10082;9580
32;Hannover, Stat. Region;4;19459;10007;9452
32;Hannover, Stat. Region;5;18740;9608;9132
32;Hannover, Stat. Region;6;18289;9379;8910
32;Hannover, Stat. Region;7;18403;9423;8980
32;Hannover, Stat. Region;8;18927;9793;9134
32;Hannover, Stat. Region;9;18527;9447;9080
32;Hannover, Stat. Region;10;19195;9861;9334
32;Hannover, Stat. Region;11;19344;9848;9496
32;Hannover, Stat. Region;12;19026;9689;9337
32;Hannover, Stat. Region;13;19121;9831;9290
32;Hannover, Stat. Region;14;19760;10136;9624
32;Hannover, Stat. Region;15;19873;10243;9630
32;Hannover, Stat. Region;16;20474;10643;9831
32;Hannover, Stat. Region;17;21070;10879;10191
32;Hannover, Stat. Region;18;22461;11697;10764
32;Hannover, Stat. Region;19;22925;12008;10917
32;Hannover, Stat. Region;20;24095;12500;11595
32;Hannover, Stat. Region;21;25032;12910;12122
32;Hannover, Stat. Region;22;25041;13059;11982
32;Hannover, Stat. Region;23;24953;13023;11930
32;Hannover, Stat. Region;24;25146;13217;11929
32;Hannover, Stat. Region;25;25839;13460;12379
32;Hannover, Stat. Region;26;25724;13263;12461
32;Hannover, Stat. Region;27;26200;13570;12630
32;Hannover, Stat. Region;28;27124;14014;13110
32;Hannover, Stat. Region;29;26734;13858;12876
32;Hannover, Stat. Region;30;27327;14166;13161
32;Hannover, Stat. Region;31;26234;13424;12810
32;Hannover, Stat. Region;32;25886;13151;12735
32;Hannover, Stat. Region;33;25316;12778;12538
32;Hannover, Stat. Region;34;25140;12649;12491
32;Hannover, Stat. Region;35;25230;12686;12544
32;Hannover, Stat. Region;36;26123;13013;13110
32;Hannover, Stat. Region;37;25878;12777;13101
32;Hannover, Stat. Region;38;25916;12824;13092
32;Hannover, Stat. Region;39;24805;12311;12494
32;Hannover, Stat. Region;40;24838;12279;12559
32;Hannover, Stat. Region;41;24506;12170;12336
32;Hannover, Stat. Region;42;24477;12138;12339
32;Hannover, Stat. Region;43;24131;12045;12086
32;Hannover, Stat. Region;44;24567;12190;12377
32;Hannover, Stat. Region;45;24815;12324;12491
32;Hannover, Stat. Region;46;27029;13616;13413
32;Hannover, Stat. Region;47;29232;14509;14723
32;Hannover, Stat. Region;48;30835;15289;15546
32;Hannover, Stat. Region;49;33989;17146;16843
32;Hannover, Stat. Region;50;35795;17938;17857
32;Hannover, Stat. Region;51;36243;18079;18164
32;Hannover, Stat. Region;52;37501;18868;18633
32;Hannover, Stat. Region;53;36742;18580;18162
32;Hannover, Stat. Region;54;36881;18551;18330
32;Hannover, Stat. Region;55;36254;18322;17932
32;Hannover, Stat. Region;56;34995;17461;17534
32;Hannover, Stat. Region;57;34308;17232;17076
32;Hannover, Stat. Region;58;32899;16464;16435
32;Hannover, Stat. Region;59;31733;15726;16007
32;Hannover, Stat. Region;60;29846;14830;15016
32;Hannover, Stat. Region;61;29359;14582;14777
32;Hannover, Stat. Region;62;28259;13907;14352
32;Hannover, Stat. Region;63;26818;13125;13693
32;Hannover, Stat. Region;64;26088;12602;13486
32;Hannover, Stat. Region;65;24922;12001;12921
32;Hannover, Stat. Region;66;25003;11879;13124
32;Hannover, Stat. Region;67;24488;11733;12755
32;Hannover, Stat. Region;68;24474;11790;12684
32;Hannover, Stat. Region;69;24096;11411;12685
32;Hannover, Stat. Region;70;22249;10655;11594
32;Hannover, Stat. Region;71;20233;9459;10774
32;Hannover, Stat. Region;72;18491;8618;9873
32;Hannover, Stat. Region;73;15002;6975;8027
32;Hannover, Stat. Region;74;19975;9009;10966
32;Hannover, Stat. Region;75;110005;48989;61016
32;Hannover, Stat. Region;80;86659;35981;50678
32;Hannover, Stat. Region;85;40195;14350;25845
32;Hannover, Stat. Region;90;23055;5955;17100
33;Lüneburg, Stat. Region;0;15310;7879;7431
33;Lüneburg, Stat. Region;1;15811;8054;7757
33;Lüneburg, Stat. Region;2;15864;8191;7673
33;Lüneburg, Stat. Region;3;15797;8197;7600
33;Lüneburg, Stat. Region;4;15860;8173;7687
33;Lüneburg, Stat. Region;5;15472;7937;7535
33;Lüneburg, Stat. Region;6;15094;7732;7362
33;Lüneburg, Stat. Region;7;14955;7780;7175
33;Lüneburg, Stat. Region;8;15787;8137;7650
33;Lüneburg, Stat. Region;9;15659;8111;7548
33;Lüneburg, Stat. Region;10;15930;8188;7742
33;Lüneburg, Stat. Region;11;16014;8251;7763
33;Lüneburg, Stat. Region;12;15904;8245;7659
33;Lüneburg, Stat. Region;13;16244;8316;7928
33;Lüneburg, Stat. Region;14;16929;8806;8123
33;Lüneburg, Stat. Region;15;17228;8738;8490
33;Lüneburg, Stat. Region;16;17574;8958;8616
33;Lüneburg, Stat. Region;17;18378;9419;8959
33;Lüneburg, Stat. Region;18;19089;10004;9085
33;Lüneburg, Stat. Region;19;18656;9913;8743
33;Lüneburg, Stat. Region;20;18302;9723;8579
33;Lüneburg, Stat. Region;21;18734;10034;8700
33;Lüneburg, Stat. Region;22;17772;9544;8228
33;Lüneburg, Stat. Region;23;17034;9244;7790
33;Lüneburg, Stat. Region;24;17135;9278;7857
33;Lüneburg, Stat. Region;25;17273;9279;7994
33;Lüneburg, Stat. Region;26;17210;9180;8030
33;Lüneburg, Stat. Region;27;17421;9159;8262
33;Lüneburg, Stat. Region;28;18709;9978;8731
33;Lüneburg, Stat. Region;29;18406;9709;8697
33;Lüneburg, Stat. Region;30;19196;9945;9251
33;Lüneburg, Stat. Region;31;19057;9824;9233
33;Lüneburg, Stat. Region;32;18962;9697;9265
33;Lüneburg, Stat. Region;33;18624;9429;9195
33;Lüneburg, Stat. Region;34;18478;9283;9195
33;Lüneburg, Stat. Region;35;18772;9375;9397
33;Lüneburg, Stat. Region;36;19525;9691;9834
33;Lüneburg, Stat. Region;37;19798;9677;10121
33;Lüneburg, Stat. Region;38;20102;9814;10288
33;Lüneburg, Stat. Region;39;19390;9597;9793
33;Lüneburg, Stat. Region;40;19388;9573;9815
33;Lüneburg, Stat. Region;41;19403;9587;9816
33;Lüneburg, Stat. Region;42;19153;9515;9638
33;Lüneburg, Stat. Region;43;18680;9316;9364
33;Lüneburg, Stat. Region;44;19766;9747;10019
33;Lüneburg, Stat. Region;45;20103;9769;10334
33;Lüneburg, Stat. Region;46;21927;10821;11106
33;Lüneburg, Stat. Region;47;24723;12252;12471
33;Lüneburg, Stat. Region;48;25399;12624;12775
33;Lüneburg, Stat. Region;49;27974;13752;14222
33;Lüneburg, Stat. Region;50;29341;14549;14792
33;Lüneburg, Stat. Region;51;30775;15374;15401
33;Lüneburg, Stat. Region;52;30879;15287;15592
33;Lüneburg, Stat. Region;53;30642;15250;15392
33;Lüneburg, Stat. Region;54;30775;15404;15371
33;Lüneburg, Stat. Region;55;30290;15115;15175
33;Lüneburg, Stat. Region;56;28973;14391;14582
33;Lüneburg, Stat. Region;57;28533;14243;14290
33;Lüneburg, Stat. Region;58;27175;13413;13762
33;Lüneburg, Stat. Region;59;26434;13021;13413
33;Lüneburg, Stat. Region;60;24313;12018;12295
33;Lüneburg, Stat. Region;61;24016;11768;12248
33;Lüneburg, Stat. Region;62;22880;11314;11566
33;Lüneburg, Stat. Region;63;21869;10691;11178
33;Lüneburg, Stat. Region;64;21710;10465;11245
33;Lüneburg, Stat. Region;65;21164;10184;10980
33;Lüneburg, Stat. Region;66;21118;10218;10900
33;Lüneburg, Stat. Region;67;20966;10139;10827
33;Lüneburg, Stat. Region;68;21025;10141;10884
33;Lüneburg, Stat. Region;69;20490;9992;10498
33;Lüneburg, Stat. Region;70;19141;9361;9780
33;Lüneburg, Stat. Region;71;17131;8203;8928
33;Lüneburg, Stat. Region;72;15973;7594;8379
33;Lüneburg, Stat. Region;73;12622;5912;6710
33;Lüneburg, Stat. Region;74;16588;7918;8670
33;Lüneburg, Stat. Region;75;89687;41456;48231
33;Lüneburg, Stat. Region;80;66125;28342;37783
33;Lüneburg, Stat. Region;85;29764;10556;19208
33;Lüneburg, Stat. Region;90;16544;4322;12222
34;Weser-Ems, Stat. Region;0;24077;12414;11663
34;Weser-Ems, Stat. Region;1;24742;12598;12144
34;Weser-Ems, Stat. Region;2;24663;12597;12066
34;Weser-Ems, Stat. Region;3;23413;12136;11277
34;Weser-Ems, Stat. Region;4;23748;12270;11478
34;Weser-Ems, Stat. Region;5;22540;11572;10968
34;Weser-Ems, Stat. Region;6;22944;11799;11145
34;Weser-Ems, Stat. Region;7;22424;11507;10917
34;Weser-Ems, Stat. Region;8;23072;11811;11261
34;Weser-Ems, Stat. Region;9;23168;12055;11113
34;Weser-Ems, Stat. Region;10;23757;12125;11632
34;Weser-Ems, Stat. Region;11;23708;12365;11343
34;Weser-Ems, Stat. Region;12;23820;12320;11500
34;Weser-Ems, Stat. Region;13;24681;12766;11915
34;Weser-Ems, Stat. Region;14;25595;13013;12582
34;Weser-Ems, Stat. Region;15;25781;13207;12574
34;Weser-Ems, Stat. Region;16;26876;13848;13028
34;Weser-Ems, Stat. Region;17;28073;14543;13530
34;Weser-Ems, Stat. Region;18;29536;15426;14110
34;Weser-Ems, Stat. Region;19;30248;15998;14250
34;Weser-Ems, Stat. Region;20;30696;16050;14646
34;Weser-Ems, Stat. Region;21;32055;16715;15340
34;Weser-Ems, Stat. Region;22;31388;16304;15084
34;Weser-Ems, Stat. Region;23;30405;15897;14508
34;Weser-Ems, Stat. Region;24;30730;16161;14569
34;Weser-Ems, Stat. Region;25;31596;16813;14783
34;Weser-Ems, Stat. Region;26;31505;16517;14988
34;Weser-Ems, Stat. Region;27;31423;16508;14915
34;Weser-Ems, Stat. Region;28;32429;17141;15288
34;Weser-Ems, Stat. Region;29;31671;16570;15101
34;Weser-Ems, Stat. Region;30;32070;16801;15269
34;Weser-Ems, Stat. Region;31;31759;16663;15096
34;Weser-Ems, Stat. Region;32;30880;16046;14834
34;Weser-Ems, Stat. Region;33;28916;14694;14222
34;Weser-Ems, Stat. Region;34;28534;14763;13771
34;Weser-Ems, Stat. Region;35;29046;14749;14297
34;Weser-Ems, Stat. Region;36;29145;14786;14359
34;Weser-Ems, Stat. Region;37;29393;15004;14389
34;Weser-Ems, Stat. Region;38;29554;14921;14633
34;Weser-Ems, Stat. Region;39;28376;14276;14100
34;Weser-Ems, Stat. Region;40;28055;14085;13970
34;Weser-Ems, Stat. Region;41;28192;14289;13903
34;Weser-Ems, Stat. Region;42;28741;14441;14300
34;Weser-Ems, Stat. Region;43;28204;14243;13961
34;Weser-Ems, Stat. Region;44;29215;14500;14715
34;Weser-Ems, Stat. Region;45;29931;14999;14932
34;Weser-Ems, Stat. Region;46;32689;16281;16408
34;Weser-Ems, Stat. Region;47;35830;17859;17971
34;Weser-Ems, Stat. Region;48;37533;18728;18805
34;Weser-Ems, Stat. Region;49;40002;20155;19847
34;Weser-Ems, Stat. Region;50;41645;21102;20543
34;Weser-Ems, Stat. Region;51;42829;21424;21405
34;Weser-Ems, Stat. Region;52;43423;21985;21438
34;Weser-Ems, Stat. Region;53;43395;22012;21383
34;Weser-Ems, Stat. Region;54;43157;21574;21583
34;Weser-Ems, Stat. Region;55;42491;21321;21170
34;Weser-Ems, Stat. Region;56;40717;20312;20405
34;Weser-Ems, Stat. Region;57;40508;20197;20311
34;Weser-Ems, Stat. Region;58;38521;19193;19328
34;Weser-Ems, Stat. Region;59;37132;18464;18668
34;Weser-Ems, Stat. Region;60;35251;17399;17852
34;Weser-Ems, Stat. Region;61;34114;16755;17359
34;Weser-Ems, Stat. Region;62;32520;16028;16492
34;Weser-Ems, Stat. Region;63;31474;15446;16028
34;Weser-Ems, Stat. Region;64;30732;14974;15758
34;Weser-Ems, Stat. Region;65;29519;14397;15122
34;Weser-Ems, Stat. Region;66;29865;14613;15252
34;Weser-Ems, Stat. Region;67;28766;13992;14774
34;Weser-Ems, Stat. Region;68;28738;13985;14753
34;Weser-Ems, Stat. Region;69;28411;14025;14386
34;Weser-Ems, Stat. Region;70;25538;12495;13043
34;Weser-Ems, Stat. Region;71;23245;11248;11997
34;Weser-Ems, Stat. Region;72;21964;10441;11523
34;Weser-Ems, Stat. Region;73;15929;7653;8276
34;Weser-Ems, Stat. Region;74;21224;9913;11311
34;Weser-Ems, Stat. Region;75;115706;52656;63050
34;Weser-Ems, Stat. Region;80;88093;36739;51354
34;Weser-Ems, Stat. Region;85;41801;14862;26939
34;Weser-Ems, Stat. Region;90;21796;5651;16145
40;Bremen;0;6959;3551;3408
40;Bremen;1;6838;3548;3290
40;Bremen;2;6791;3516;3275
40;Bremen;3;6614;3438;3176
40;Bremen;4;6380;3327;3053
40;Bremen;5;5987;3045;2942
40;Bremen;6;5844;2986;2858
40;Bremen;7;5519;2874;2645
40;Bremen;8;5833;2975;2858
40;Bremen;9;5881;3063;2818
40;Bremen;10;5868;2976;2892
40;Bremen;11;6075;3114;2961
40;Bremen;12;5896;3051;2845
40;Bremen;13;5793;3115;2678
40;Bremen;14;5799;2996;2803
40;Bremen;15;5869;2969;2900
40;Bremen;16;5789;3043;2746
40;Bremen;17;6330;3326;3004
40;Bremen;18;6886;3634;3252
40;Bremen;19;7832;4092;3740
40;Bremen;20;8621;4759;3862
40;Bremen;21;8930;4648;4282
40;Bremen;22;9034;4756;4278
40;Bremen;23;9073;4609;4464
40;Bremen;24;9224;4808;4416
40;Bremen;25;9669;5044;4625
40;Bremen;26;9733;5057;4676
40;Bremen;27;10026;5247;4779
40;Bremen;28;10403;5554;4849
40;Bremen;29;10272;5335;4937
40;Bremen;30;10447;5412;5035
40;Bremen;31;9954;5173;4781
40;Bremen;32;9658;5029;4629
40;Bremen;33;9256;4831;4425
40;Bremen;34;8923;4613;4310
40;Bremen;35;9130;4657;4473
40;Bremen;36;9223;4676;4547
40;Bremen;37;8713;4559;4154
40;Bremen;38;8637;4450;4187
40;Bremen;39;8196;4312;3884
40;Bremen;40;8039;4171;3868
40;Bremen;41;7981;4013;3968
40;Bremen;42;8041;4112;3929
40;Bremen;43;7898;4005;3893
40;Bremen;44;7766;4021;3745
40;Bremen;45;7823;3950;3873
40;Bremen;46;8282;4208;4074
40;Bremen;47;8871;4477;4394
40;Bremen;48;9167;4704;4463
40;Bremen;49;9812;5032;4780
40;Bremen;50;10408;5320;5088
40;Bremen;51;10435;5348;5087
40;Bremen;52;10755;5533;5222
40;Bremen;53;10776;5497;5279
40;Bremen;54;10682;5462;5220
40;Bremen;55;10395;5151;5244
40;Bremen;56;10194;5076;5118
40;Bremen;57;9691;4814;4877
40;Bremen;58;9452;4684;4768
40;Bremen;59;9156;4442;4714
40;Bremen;60;8769;4284;4485
40;Bremen;61;8765;4245;4520
40;Bremen;62;8229;3979;4250
40;Bremen;63;7981;3809;4172
40;Bremen;64;7738;3642;4096
40;Bremen;65;7393;3491;3902
40;Bremen;66;7320;3402;3918
40;Bremen;67;7353;3421;3932
40;Bremen;68;7323;3427;3896
40;Bremen;69;7330;3439;3891
40;Bremen;70;6762;3170;3592
40;Bremen;71;6443;2941;3502
40;Bremen;72;6266;2972;3294
40;Bremen;73;4950;2266;2684
40;Bremen;74;6113;2821;3292
40;Bremen;75;32879;14632;18247
40;Bremen;80;25234;10152;15082
40;Bremen;85;11550;3934;7616
40;Bremen;90;7059;1820;5239
51;Düsseldorf, Regierungsbezirk;0;49775;25759;24016
51;Düsseldorf, Regierungsbezirk;1;50886;26314;24572
51;Düsseldorf, Regierungsbezirk;2;51542;26454;25088
51;Düsseldorf, Regierungsbezirk;3;49171;25272;23899
51;Düsseldorf, Regierungsbezirk;4;48308;24814;23494
51;Düsseldorf, Regierungsbezirk;5;46108;23917;22191
51;Düsseldorf, Regierungsbezirk;6;46292;23823;22469
51;Düsseldorf, Regierungsbezirk;7;44895;23050;21845
51;Düsseldorf, Regierungsbezirk;8;46152;23677;22475
51;Düsseldorf, Regierungsbezirk;9;45662;23356;22306
51;Düsseldorf, Regierungsbezirk;10;46956;24157;22799
51;Düsseldorf, Regierungsbezirk;11;46535;23836;22699
51;Düsseldorf, Regierungsbezirk;12;46315;23754;22561
51;Düsseldorf, Regierungsbezirk;13;46494;23925;22569
51;Düsseldorf, Regierungsbezirk;14;47348;24453;22895
51;Düsseldorf, Regierungsbezirk;15;47218;24435;22783
51;Düsseldorf, Regierungsbezirk;16;48548;24966;23582
51;Düsseldorf, Regierungsbezirk;17;49558;25570;23988
51;Düsseldorf, Regierungsbezirk;18;51819;27004;24815
51;Düsseldorf, Regierungsbezirk;19;51804;27083;24721
51;Düsseldorf, Regierungsbezirk;20;53783;28258;25525
51;Düsseldorf, Regierungsbezirk;21;57007;29622;27385
