Jahr;Kennung;Bezeichnung ;Alter;Alter_von;insgesamt;A00-B99 Bestimmte infektiöse und parasitäre Krankheiten;C00-D48 Neubildungen;D50-D90 Krankheiten des Blutes und der blutbildenden Organe;E00-E90 Endokrine, Ernährungs und Stoffwechselkrankheiten;F00-F99 Psychische Verhaltensstörungen;G00-G99 Krankheiten des Nervensystems;H00-H59 Krankheiten des Auges und der Augenanhangsgebilde;H60-H95 Krankheiten des Ohres und des Warzenfortsatzes;I00-I99 Krankheiten des Kreislaufsystems;J00-J99 Krankheiten des  Atmungssystems;K00-K93 Krankheiten des Verdauungssystems;L00-L99 Krankheiten der Haut und der Unterhaut;M00-M99 Krankheiten des Muskelskelettsystems und des Bindegewebes;N00-N99 Krankheiten des Urogenitalsystems;O00-O99 Schwangerschaft, Geburt und Wochenbett;P00-P96 Best. Zustände, d. i. Ursprung i. d. Perinatalperiode haben;Q00-Q99 Angeborene Fehlbildungen,Deform. u. Chromosomenanomalien;R00-R99 Sympt.u.abnorm.klin.u.Laborbef.,d.andernorts n.klassif. sind;S00-T98 Verletzungen,Vergiftungen u.best.and. Folgen äuß. Ursachen;U00-U99 Schlüsselnummern für besondere Zwecke;Z00-Z99 Fakt.,d.d.Gesund. beeinfl. u.z.Inansp.d.Gesundheitsw.füh.;Diagnose unbekannt
2017;152;Halle, Stat. Region;50 bis unter 55 Jahre;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;55 bis unter 60 Jahre;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;60 bis unter 65 Jahre;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;65 bis unter 70 Jahre;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;70 bis unter 75 Jahre;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;75 bis unter 80 Jahre;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;80 bis unter 85 Jahre;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;85 bis unter 90 Jahre;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;90 bis unter 95 Jahre;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;95 Jahre und mehr;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;unter 1 Jahr;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;1 bis unter 5 Jahre;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;5 bis unter 10 Jahre;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;10 bis unter 15 Jahre;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;15 bis unter 20 Jahre;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;20 bis unter 25 Jahre;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;25 bis unter 30 Jahre;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;30 bis unter 35 Jahre;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;35 bis unter 40 Jahre;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;40 bis unter 45 Jahre;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;45 bis unter 50 Jahre;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;50 bis unter 55 Jahre;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;55 bis unter 60 Jahre;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;60 bis unter 65 Jahre;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;65 bis unter 70 Jahre;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;70 bis unter 75 Jahre;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;75 bis unter 80 Jahre;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;80 bis unter 85 Jahre;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;85 bis unter 90 Jahre;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;90 bis unter 95 Jahre;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;153;Magdeburg, Stat. Region;95 Jahre und mehr;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;160;Thüringen;unter 1 Jahr;0;24059;882;112;18;51;21;201;23;69;38;1534;344;173;13;228;-;4914;766;514;735;-;13423;-
2017;160;Thüringen;1 bis unter 5 Jahre;1;11704;1918;313;106;92;125;314;73;300;42;4047;538;298;198;296;-;1;511;551;1876;-;105;-
2017;160;Thüringen;5 bis unter 10 Jahre;5;8085;839;228;58;180;435;474;125;93;117;1259;668;201;344;206;-;1;298;649;1803;-;107;-
2017;160;Thüringen;10 bis unter 15 Jahre;10;9139;628;187;41;316;1217;443;84;79;303;503;979;205;551;287;16;-;219;1087;1890;-;104;-
2017;160;Thüringen;15 bis unter 20 Jahre;15;12672;668;280;34;254;2385;527;74;95;331;678;1350;471;564;562;991;-;138;1259;1935;-;76;-
2017;160;Thüringen;20 bis unter 25 Jahre;20;11987;387;255;42;124;1711;501;78;73;226;552;1146;453;381;658;3250;-;71;668;1350;-;61;-
2017;160;Thüringen;25 bis unter 30 Jahre;25;21373;490;385;50;224;2342;778;115;140;443;764;1753;576;756;1030;8813;-;56;755;1788;-;115;-
2017;160;Thüringen;30 bis unter 35 Jahre;30;23480;471;761;74;306;2763;856;161;144;598;883;2099;560;1067;1185;8681;-;74;912;1779;-;106;-
2017;160;Thüringen;35 bis unter 40 Jahre;35;19698;406;1012;88;369;2556;913;149;199;912;837;2280;507;1416;1262;4017;-;80;818;1766;-;111;-
2017;160;Thüringen;40 bis unter 45 Jahre;40;15798;363;1205;82;433;1818;872;186;180;1150;641;2231;440;1645;1218;757;-;53;822;1610;-;92;-
2017;160;Thüringen;45 bis unter 50 Jahre;45;24526;483;2682;163;786;2651;1362;317;294;2597;980;3361;578;2909;1595;59;-;75;1085;2406;-;143;-
2017;160;Thüringen;50 bis unter 55 Jahre;50;36250;805;4364;205;1065;3298;1941;534;432;4517;1582;4656;711;4848;2093;2;-;78;1578;3308;-;233;-
2017;160;Thüringen;55 bis unter 60 Jahre;55;45187;996;6138;290;1288;2941;2231;799;449;7117;2286;5412;788;6066;2338;-;-;68;1762;3928;-;290;-
2017;160;Thüringen;60 bis unter 65 Jahre;60;51193;1229;8004;351;1474;2053;2199;1017;511;9415;2861;5717;701;6322;2789;-;-;84;1890;4247;-;329;-
2017;160;Thüringen;65 bis unter 70 Jahre;65;51075;1295;8378;427;1565;1472;2158;1339;403;10523;2851;5390;681;5395;2919;-;-;44;1862;4033;-;340;-
2017;160;Thüringen;70 bis unter 75 Jahre;70;50257;1475;7705;415;1444;1211;2159;1536;372;11385;3056;4775;562;5314;2714;-;-;37;1947;3841;-;309;-
2017;160;Thüringen;75 bis unter 80 Jahre;75;78473;2531;10705;750;2552;1707;3417;2648;489;18984;4801;7313;790;7279;4183;-;-;32;3114;6686;-;492;-
2017;160;Thüringen;80 bis unter 85 Jahre;80;56783;2174;5668;618;2338;1309;2187;1841;275;14641;3695;5289;588;4175;3060;-;-;17;2373;6176;-;359;-
2017;160;Thüringen;85 bis unter 90 Jahre;85;33261;1428;2326;417;1645;793;1083;858;83;8440;2545;2998;343;1782;1764;-;-;3;1497;4991;-;265;-
2017;160;Thüringen;90 bis unter 95 Jahre;90;13206;607;634;202;799;293;361;262;28;3333;1187;1148;140;499;689;-;-;-;560;2380;-;84;-
2017;160;Thüringen;95 Jahre und mehr;95;2440;130;96;26;137;51;54;36;6;574;205;232;26;64;120;-;-;-;97;571;-;15;-
